user_id,message,actionable,updated_at,id,response,created_at
7,پالک کی فصل کو کب پانی لگتا ہے؟,true,2025-01-31 10:34:58.510116,1,"Water spinach early in the morning or late afternoon to minimize water loss and keep the soil consistently moist. Pay special attention to watering during dry spells, as spinach prefers evenly moist soil for optimal growth.",2025-01-31 10:34:58.510097
2,اسلام علیکم یار مجھے یہ بتاؤ میری فصل کے اندر حالات کیا چل رہے ہیں؟ کیا صورتحال ہے؟ کیا چل رہا ہے؟,false,2025-02-14 12:20:47.271242,2,وعلیکم السلام! آپ کی فصل کی موجودہ ریڈنگز کے مطابق، سب کچھ مناسب نظر آ رہا ہے۔ مٹی کی pH تقریباً 6.7 ہے، جو ایلو ویرا کے لیے اچھا ہے، جبکہ درجہ حرارت 16-17°C کے درمیان ہے۔ نائٹروجن اور پوٹاشیم کی سطح بھی معتدل ہیں، بس اس بات کا دھیان رکھیں کہ موسمی حالات کے مطابق فصل کو دیکھ بھال ملے۔,2025-02-14 12:20:47.271234
2,ओ यारा मेरी फसल देकी हाल चल रहा है कि सब कुछ सह जाएगा,true,2025-02-18 08:56:00.410204,3,آپ کی فصل کے موجودہ حالات اچھے نظر آ رہے ہیں۔ مٹی کی pH 5.8 ہے، جو ایلو ویرا کے لیے مناسب ہے، اور درجہ حرارت بھی فصل کی بڑھوتری کے لحاظ سے ٹھیک ہے۔ نائٹروجن کی سطح کو مزید بہتر بنانے سے پیداوار میں بہتری آ سکتی ہے، لہذا اس پر توجہ دینا فائدہ مند ہوگا۔,2025-02-18 08:56:00.410189
3,hello,false,2025-03-05 14:33:55.579101,4,Hello! How can I assist you today?,2025-03-05 14:33:55.579081
3,hello,false,2025-03-06 05:51:35.155122,5,"Hello! If you have any questions or need help with something, feel free to ask!",2025-03-06 05:51:35.155103
7,hello,false,2025-03-06 07:41:24.203422,6,Hello! How can I assist you with your agricultural needs today?,2025-03-06 07:41:24.203410
6,Hello,false,2025-03-06 07:47:51.832733,7,Hello! How can I assist you with your spinach farming today?,2025-03-06 07:47:51.832720
6,Hello,false,2025-03-06 07:48:06.933366,8,Hi again! Do you need any assistance with your spinach crop or something else on your farm?,2025-03-06 07:48:06.933347
6,Hello,false,2025-03-06 07:48:43.517680,9,"Hi there! If you have any questions or need advice about farming, feel free to ask.",2025-03-06 07:48:43.517661
6,Hello,false,2025-03-06 07:50:05.801458,10,Hello! How can I assist you today with your farming needs?,2025-03-06 07:50:05.801441
6,Hello,false,2025-03-06 07:50:25.375658,11,"Hi! If you have any questions or need help with your spinach farming, just let me know!",2025-03-06 07:50:25.375642
6,Hello,false,2025-03-06 07:51:08.362014,12,Hello! How can I help you today?,2025-03-06 07:51:08.361995
3,hello,false,2025-03-06 07:52:37.223063,13,Hello! How can I assist you today?,2025-03-06 07:52:37.223048
6,Hello,false,2025-03-06 07:54:30.428945,14,"Hi! If there's anything you need regarding farming or your spinach crop, feel free to ask!",2025-03-06 07:54:30.428928
6,Hello,false,2025-03-06 07:54:49.970594,15,"Hello! How can I assist you today? If you have questions about your farm or crops, I'm here to help.",2025-03-06 07:54:49.970575
6,Hello,false,2025-03-06 07:55:28.877359,16,"Hello! If there's anything you'd like to discuss or inquire about regarding your farming, please let me know.",2025-03-06 07:55:28.877344
6,Hello,false,2025-03-06 07:55:41.761096,17,"Hi there! If you need any help or information about your spinach farm, feel free to ask.",2025-03-06 07:55:41.761077
6,Hello,false,2025-03-06 07:57:39.548720,18,Hello! How can I assist you with your farming questions today?,2025-03-06 07:57:39.548708
6,Hello,false,2025-03-06 08:02:05.459692,19,Hi! Let me know if there's anything you'd like help with regarding your spinach farming.,2025-03-06 08:02:05.459678
6,Hello,false,2025-03-06 09:35:32.620319,20,"Hello! If you have any questions or need advice on your spinach farm, just let me know!",2025-03-06 09:35:32.620306
7,آج رات موسم کیسا رہے گا؟,false,2025-03-06 09:41:19.286423,21,"Tonight, the weather will be clear with a temperature of around 14.0°C, wind speeds of 6.8 kph, and a humidity level of 44%.",2025-03-06 09:41:19.286404
6,Hello,false,2025-03-06 09:43:51.469977,22,Hello! How can I assist you today with your farming or spinach crop?,2025-03-06 09:43:51.469964
6,Hello,false,2025-03-06 09:55:55.943841,23,"Hi! If there's anything you need help with regarding farming or any specific questions about your spinach crop, feel free to ask!",2025-03-06 09:55:55.943826
6,Hello,false,2025-03-06 09:56:19.530029,24,"Hello! If you have any questions or need advice about farming or your spinach crop, I'm here to help.",2025-03-06 09:56:19.530013
6,Hello,false,2025-03-06 09:56:34.939159,25,Hi! How can I assist you today with your farming needs?,2025-03-06 09:56:34.939140
6,Hello,false,2025-03-06 09:57:13.188306,26,"Hello! If you have questions or need assistance with your farming activities, feel free to let me know.",2025-03-06 09:57:13.188287
6,Hello,false,2025-03-06 10:04:22.707777,27,"Hi there! If you need any help with your spinach farm or have any questions, just let me know!",2025-03-06 10:04:22.707757
6,Hello,false,2025-03-06 11:56:02.222946,28,Hello! How can I assist you with your spinach farming today?,2025-03-06 11:56:02.222928
6,Hello,false,2025-03-06 18:32:01.187110,29,"Hello! If you have any questions or need assistance with your farm, feel free to ask.",2025-03-06 18:32:01.187100
6,Hello,false,2025-03-06 18:51:27.373660,30,Hello! How can I assist you today?,2025-03-06 18:51:27.373649
6,Hello,false,2025-03-06 19:27:24.230975,31,"Hi! If there's anything you need help with regarding farming or your spinach crop, feel free to let me know.",2025-03-06 19:27:24.230962
3,hello,false,2025-03-06 20:56:22.813052,32,"Hello! If there's anything you need help with, feel free to let me know.",2025-03-06 20:56:22.813039
7,daily update,False,2025-03-08 04:00:08.435886,33,آپ کی پالک کی فصل عمومی طور پر اچھی جا رہی ہے، اگرچہ کچھ چیزیں ہیں جن پر نظر رکھنے کی ضرورت ہے۔ پالک کی بہترین نشوونما کے لئے پی ایچ لیول تھوڑا کم ہے؛ اس کو تھوڑا سا ایڈجسٹ کرنے سے غذائی اجزاء کی فراہمی بہتر ہو سکتی ہے۔ نائٹروجن کی مقدار بھی کم ہو رہی ہے، اس لئے تھوڑی مقدار میں نائٹروجن شامل کرنے پر غور کریں تاکہ نشوونما میں بہتری آئے۔ درجہ حرارت اور نمی پالک کے لئے کافی موزوں ہیں، جو کہ اچھی خبر ہے۔ ان غذائی اجزاء پر نظر رکھیں اور آپ کی پالک بڑھتی رہے گی۔,2025-03-08 04:00:08.435886
6,daily update,False,2025-03-08 04:00:08.776727,34,ایسا لگتا ہے کہ آپ کا پالک عمومی طور پر اچھی حالت میں ہے، حالانکہ کچھ چیزیں ہیں جن پر نظر رکھنے کی ضرورت ہے۔ نمی کی سطح مثالی سے ذرا زیادہ ہے، خاص طور پر حالیہ ریڈنگز میں، جو اگر ٹھیک نہ کی گئیں تو پانی بھر جانے کے مسائل پیدا کر سکتی ہیں۔ علاوہ ازیں، پی ایچ قدرے ترش کی طرف مائل ہے؛ مثالی طور پر، اسے پالک کے لیے 6.0 سے 7.5 کے درمیان ہونا چاہیے۔ آپ کچھ لائم شامل کرنے پر غور کر سکتے ہیں تاکہ توازن بحال ہو سکے۔ درجہ حرارت اور غذائی اجزاء کی سطح عام طور پر ٹھیک ہے، تو باقی سب چیزوں کو آپ اچھی طرح برقرار رکھ رہے ہیں!,2025-03-08 04:00:08.776727
3,daily update,False,2025-03-08 04:00:12.381958,35,آپ کی پالک کی فصل عام طور پر اچھی ہے، لیکن کچھ علاقے توجہ کے مستحق ہیں۔ پی ایچ کی سطحیں مثالی سے کچھ کم ہیں، جو غذائی اجزاء کی دستیابی کو متاثر کر سکتی ہیں۔ آپ مٹی میں کچھ تبدیلیاں غور میں لے سکتے ہیں تاکہ پی ایچ کی سطح کو تھوڑا سا بڑھایا جا سکے۔ نائٹروجن کی سطح بھی کم ہے، لہٰذا ایک اضافی نائٹروجن سے بھرپور کھاد فائدہ مند ہو سکتی ہے۔ مثبت خبروں میں، نمی کی سطح مناسب حد میں ہے، اور درجہ حرارت بھی اس وقت سال کے وقت میں پالک کی نشوونما کے لئے زیادہ تر موزوں ہیں۔ ان عوامل پر نظر رکھنے سے آپ کی پالک کی فصل کو فروغ دینے میں مدد ملے گی!,2025-03-08 04:00:12.381958
3,daily update,False,2025-03-09 04:00:10.159254,36,آپ کی پالک کی فصل کچھ علاقوں میں اچھی جا رہی ہے، لیکن کچھ جگہوں پر تھوڑی توجہ کی ضرورت ہے۔ مجموعی درجہ حرارت پالک کے لئے کافی موزوں ہے، جو کہ اچھی خبر ہے۔ تاہم، pH کی سطحیں عموماً تھوڑی کم ہیں، کیونکہ پالک کے لئے 6.0 سے 7.5 کی حد پسندیدہ ہے۔ یہ بہتر ہوگا کہ آپ مٹی کے pH کو تھوڑا بڑھانے کے لئے کچھ طریقے آزمائیں۔ نمی کی سطح عموماً ٹھیک ہے لیکن ان پر نظر رکھنا کہ یہ بہت زیادہ نہ ہوجائے، فائدہ مند ہوگا۔ غذائی اجزاء کے لحاظ سے، نائٹروجن، فاسفورس، اور پوٹاشیم کی سطح وقت کے ساتھ کم ہوئی ہے، لہذا آپ کو غذائیت، خاص طور پر نائٹروجن، کو بڑھانے پر غور کرنا چاہیے تاکہ صحت مند نشوونما ہو سکے۔ نگرانی کرتے رہیں اور آپ کی پالک کی فصل خوشحالی سے بڑھے گی!,2025-03-09 04:00:10.159254
3,hello,false,2025-03-09 23:21:40.848182,37,Hello! How can I assist you today?,2025-03-09 23:21:40.848168
7,daily update,False,2025-03-10 04:00:08.896386,38,آپ کا پالک کا فصل اس وقت کچھ چیلنجز کا سامنا کر رہی ہے۔ مٹی کا پی ایچ کافی تیزابی ہے، جو پالک کے لیے مثالی نہیں ہے—انہیں تھوڑا زیادہ پسند ہوتا ہے، تقریباً غیر جانبدار، اس لئے آپ چونا ڈال کر پی ایچ کو ایڈجسٹ کرنے پر غور کر سکتے ہیں۔ نائٹروجن کی سطح بھی تھوڑی کم ہے، اس لئے ایک متوازن کھاد نمو کو بڑھانے میں مدد دے سکتی ہے۔ خوش آئند بات یہ ہے کہ درجہ حرارت معقول حد میں ہے، اور نمی کی سطح عمومی طور پر قابل قبول ہے، اگرچہ بعض علاقوں میں تھوڑی زیادہ ہے۔ اس پر نظر رکھیں، اور شاید نکاسی آب کی نگرانی کریں۔,2025-03-10 04:00:08.896386
3,daily update,False,2025-03-10 04:00:09.836411,39,آپ کی پالک کی فصل کے کچھ حصے زیادہ توجہ کی ضرورت رکھتے ہیں۔ اگرچہ درجہ حرارت پالک کے لئے عام طور پر مناسب ہے، لیکن آپ کی مٹی کا پی ایچ مثالی حد 6.0 سے 7.5 کے مقابلے میں کچھ کم ہے، جو غذائی اجزاء کی دستیابی کو متاثر کر سکتا ہے۔ مزید برآں، نائیٹروجن کی سطح کم ہے، لہذا اپنی پودوں کو بڑھاوا دینے کے لئے نائیٹروجن سے بھرپور فرٹیلائزر شامل کرنے پر غور کریں۔ نمی کی سطح کافی اچھی لگتی ہے، لیکن یہ یقینی بنانے کے لئے ان کی نگرانی کرتے رہیں کہ وہ زیادہ یا کم نہ ہوں۔ مجموعی طور پر، آپ اچھا کام کر رہے ہیں، لیکن یہ تبدیلیاں آپ کی فصل کی ترقی کو بہتر بنانے میں مدد کرسکتی ہیں۔ اچھے کام کو جاری رکھیں!,2025-03-10 04:00:09.836411
6,daily update,False,2025-03-10 04:00:11.386125,40,آپ کی پالک کی فصل کو کچھ توجہ کی ضرورت ہے۔ پی ایچ کی سطحیں مستقل طور پر کم ہیں، تقریباً 4.3 سے 4.8 کے درمیان، جو پالک کی ترجیحات سے زیادہ تیزابیت والی ہیں۔ آپ پی ایچ کو 6.0 سے 7.0 کے مثالی رینج کے قریب کرنے کے لئے چونا دینے پر غور کر سکتے ہیں۔ نائٹروجن کی سطح بھی کچھ کم ہے، جو پیداوار کی شرح کو کم کر سکتا ہے، اس لئے نائٹروجن سے بھرپور کھاد کا استعمال کرنے پر غور کریں۔ مثبت بات یہ ہے کہ درجہ حرارت اور نمی کی سطحیں پالک کے لئے کافی آرام دہ نظر آ رہی ہیں، لہذا یہ ان حالات کا اچھا سامنا کر رہی ہے۔ بس اپنے سینسرز کی توانائی کی فراہمی پر نظر رکھیں، کیونکہ کچھ کی بیٹری ختم ہو چکی ہے، جو مستقبل کے مانیٹرنگ کو متاثر کر سکتی ہے۔,2025-03-10 04:00:11.386125
7,بھینڈے کی فصل کب لگانی چاہئے؟,false,2025-03-10 06:57:12.120818,41,"Okra should be planted in late spring to early summer, after the last frost, when the soil has warmed up. Ideally, the soil temperature should be consistently above 18°C (65°F) for optimal germination and growth.",2025-03-10 06:57:12.120799
7,اچھا اب کریلے کی فصل لگا سکتے ہیں یا ٹھیر کے لگے گی؟,true,2025-03-10 06:58:40.102375,42,"You can plant bitter gourd now since the temperatures are warm, and the risk of frost has passed, providing ideal growing conditions. Ensure the soil is well-prepared and kept moist to support germination and early growth.",2025-03-10 06:58:40.102358
3,daily update,False,2025-03-11 04:00:09.340051,43,آپ کی پالک کی فصل مجموعی طور پر کافی اچھی جا رہی ہے، لیکن کچھ علاقوں پر نظر رکھنا ضروری ہے۔ پی ایچ کی سطحیں تھوڑی کم ہیں، جبکہ پالک کو عام طور پر تقریباً 6.0 سے 7.5 پی ایچ کی ضرورت ہوتی ہے۔ آپ کو اجزاء کی مؤثر جذب کے لئے اس کو ایڈجسٹ کرنا چاہئے۔ نمی کی سطح عام طور پر اچھی ہے، لیکن یہ یقینی بنائیں کہ وہ بہت زیادہ کم نہ ہو کیونکہ پالک کو مستقل پانی کی ضرورت ہوتی ہے۔ غذائیت کی سطح، خاص طور پر نائٹروجن، کو بڑھانے کی ضرورت ہے کیونکہ پالک کی بہترین نمو کے لیے زیادہ نائٹروجن درکار ہوتی ہے۔ ان چیزوں کا خیال رکھیں، اور آپ کی پالک خوشحالی سے بڑھتی رہے گی!,2025-03-11 04:00:09.340051
7,قدو اور کھیرے بھی لگا سکتے ہیں اور توری,false,2025-03-14 03:58:46.823111,55,"Yes, you can also plant pumpkins, cucumbers, and gourds now, as they all thrive in warm weather with frost-free conditions. Ensure the soil is warm and well-drained for successful germination and growth.",2025-03-14 03:58:46.823099
7,आज जान्द ग्रहन किस वक्त होगा?,false,2025-03-15 16:03:43.276790,67,"I apologize, but I am unable to provide the exact time of today's eclipse. For current eclipse information, it's best to check a dedicated astronomy website or app.",2025-03-15 16:03:43.276775
7,daily update,False,2025-03-11 04:00:10.105959,44,آپ کے پالک کے ساتھ کچھ مسائل ہیں، خاص طور پر pH اور نائٹروجن کی سطح کے حوالے سے۔ پالک عام طور پر 6.0 سے 7.5 کے pH کی حد میں اچھی طرح بڑھتا ہے، لیکن آپ کی مٹی کا pH کافی کم ہے، جو تقریباً 4.3 سے 4.7 ہے، جو پالک کی ضرورت سے زیادہ تیزابی ہے۔ یہ غذائی اجزاء کے جذب کو متاثر کر سکتا ہے، اس لیے آپ pH بڑھانے کے لیے چونا لگانے پر غور کر سکتے ہیں۔ نائٹروجن کی سطح بھی مثالی سے کم ہے، جس کی وجہ سے بڑھوتری سست ہو سکتی ہے، لہذا نائٹروجن سے بھرپور کھاد مددگار ثابت ہو سکتی ہے۔ خوش آئند بات یہ ہے کہ درجہ حرارت، فاسفورس، اور پوٹاشیم کی سطح کافی مستحکم ہے، جو کہ بہت اچھا ہے۔,2025-03-11 04:00:10.105959
6,daily update,False,2025-03-11 04:00:10.752456,45,آپ کی پالک کی فصل کو کچھ مسائل درپیش ہیں، خاص طور پر مٹی کے پی ایچ اور نائٹروجن کی سطحوں کے ساتھ۔ مٹی کا پی ایچ کافی تیزابی ہے، جبکہ عام طور پر پالک 6.0 سے 7.5 کے حدود کو پسند کرتی ہے، اور آپ کی مٹی کا پی ایچ تقریباً 4.4 سے 4.7 کے درمیان ہے، لہٰذا آپ اس میں اضافہ کے لئے چونا شامل کرنا چاہ سکتے ہیں۔ نائٹروجن کی سطح بھی کم ہے، کیونکہ پالک عام طور پر زیادہ نائٹروجن میں فروغ پاتی ہے۔ مثبت پہلو یہ ہے کہ آپ کا درجہ حرارت، نمائش، اور دیگر غذائیت کی سطح عموماً مناسب حدود میں ہیں۔ پی ایچ کو درست کرنے اور نائٹروجن کو بڑھانے پر توجہ مرکوز کرنا ایک اچھا فیصلہ ہو گا تاکہ بہتر بڑھوتری حاصل ہو سکے۔,2025-03-11 04:00:10.752456
7,ہیلو، ٹماٹر میں بیمارے لگ گئے، سبز، تہلہ لگ گیا ہے، اس کی کوئی سپے وغیرہ بتا دیں,false,2025-03-11 04:54:27.074091,46,"For green spots on tomatoes, you might be dealing with a fungal issue. A copper-based fungicide can be effective in managing fungal diseases like leaf spot. It's best to consult your local agricultural extension for accurate diagnosis and advice on specific treatments suitable for your area.",2025-03-11 04:54:27.074074
7,daily update,False,2025-03-12 09:15:08.433326,47,آپ کی پالک کی فصل نسبتاً اچھی جا رہی ہے، لیکن بہتری کی کچھ گنجائش موجود ہے۔ مٹی کا پی ایچ لیول پالک کے لیے تھوڑا کم ہے، جو غذائی اجزاء کے حصول پر اثر ڈال سکتا ہے۔ اس کو تھوڑا سا بڑھانے پر غور کریں۔ نمی کی سطح عام طور پر اچھی ہے، لہٰذا اس کی فکر نہیں۔ اس وقت کے دوران درجہ حرارت پالک کے لیے کافی آرام دہ ظاہر ہوتا ہے۔ نائٹروجن کی سطح پر نظر رکھیں، کیونکہ یہ تھوڑی کم نظر آتی ہے۔ نائٹروجن سے بھرپور کھاد کا چھڑکاؤ نمو کو بہتر بنانے میں مدد کر سکتا ہے۔ مجموعی طور پر، آپ کی راہ درست ہے!,2025-03-12 09:15:08.433326
6,daily update,False,2025-03-12 09:15:09.172000,48,آپ کی پالک کی فصل کے کچھ حصے توجہ مانگتے ہیں۔ پی ایچ سطح قدرے کم ہے، جس کی وجہ سے مٹی زیادہ ترش ہو گئی ہے؛ آپ اسے متوازن کرنے کے لیے چونا ڈالنے پر غور کر سکتے ہیں۔ نائٹروجن کی سطح بھی تھوڑی کم ہے، جو بڑھوتری کو متاثر کر سکتی ہے، لہذا نائٹروجن سے بھرپور کھاد مددگار ثابت ہو سکتی ہے۔ اچھی خبر یہ ہے کہ درجہ حرارت اور نمی کی سطح پالک کے لئے کافی موزوں ہیں، اس کو ایک آرام دہ حد میں رکھے ہوئے ہیں۔ مجموعی طور پر، مٹی کی کیمیائی ترکیب میں تھوڑی سی ایڈجسٹمنٹ آپ کی فصل کی صحت کو بہتر کر سکتی ہے۔,2025-03-12 09:15:09.172000
6,daily update,False,2025-03-13 04:00:09.066946,49,آپ کے پالک کو کچھ چیلنجز کا سامنا کرنا پڑ رہا ہے۔ آپ کی مٹی میں پی ایچ کے معاملات مسلسل اس حد سے کم ہیں جو پالک کے لیے مثالی ہے، جو غذائی اجزاء کے جذب کو متاثر کرسکتی ہے۔ پی ایچ کو مطلوبہ حد کے قریب لانے کے لیے چونا ڈالنے پر غور کریں۔ درجہ حرارت اور نمی کی سطحیں کافی اچھی ہیں، جو پالک کی نشوونما کے لیے موزوں ہیں۔ تاہم، آپ کے نائٹروجن کی سطح کافی کم ہے، اس لیے نائٹروجن سے بھرپور کھاد کا استعمال فائدہ مند ثابت ہو سکتا ہے۔ بصورت دیگر، زیادہ تر دوسرے غذائی اجزاء کی سطح اور حالات صحیح راستے پر نظر آتے ہیں۔ ان علاقوں پر نظر رکھیں، اور آپ کو بہتریاں نظر آئیں گی!,2025-03-13 04:00:09.066946
7,daily update,False,2025-03-13 04:00:09.071429,50,آپ کی پالک کی فصل موجودہ حالات سے کچھ مشکلات کا سامنا کر رہی ہے۔ مٹی کا پی ایچ سطح مطلوبہ حد سے کم ہے، کیونکہ پالک کو قدرے بلند پی ایچ کی ضرورت ہوتی ہے، جو نیوٹرل کے قریب ہوتا ہے۔ اس سے غذائی اجزاء کی جذب میں رکاوٹ ہو سکتی ہے، لہذا لائم ڈالنے سے اس کا توازن بہتر ہو سکتا ہے۔ نائٹروجن کی سطح بھی کم ہے، جبکہ پالک پتوں کی نشوونما کے لئے نائٹروجن پسند کرتی ہے، لہذا نائٹروجن سے بھرپور کھاد لگانے پر غور کریں۔ درجہ حرارت اور نمی کی سطح بالکل صحیح ہے، جو آپ کے پودوں کے لیے ایک خوشگوار ماحول پیدا کر رہا ہے۔ ان پہلوؤں کا اچھی طرح خیال رکھنے کی کوشش جاری رکھیں!,2025-03-13 04:00:09.071429
7,آج کا موسم کیسا رہے گا؟,false,2025-03-14 03:54:14.486704,51,"Today's weather is mostly clear with a temperature variation of 15.6°C in the early morning, rising to 28.9°C by noon with sunny conditions. Expect patchy rain by evening, with temperatures around 20.3°C, and wind speeds picking up to 29.5 kph.",2025-03-14 03:54:14.486688
7,بینڈے کا سیزن ٹھیک ہے یا ابھی ٹھیر کے لگا ہے؟,false,2025-03-14 03:55:20.558198,52,"The bamboo growing season for fall and winter sowing has just begun, as it's between August and early October, making it an ideal time to plant.",2025-03-14 03:55:20.558181
7,मेंडे के लिए मौसम ठीक है,false,2025-03-14 03:56:49.144630,53,"Yes, Monday's forecast indicates favorable conditions for spinach cultivation, supporting nutrient absorption and healthy growth, contributing to a successful harvest.",2025-03-14 03:56:49.144602
